"IDENTIFICADOR_NOTA_FISCAL";"NUMERO_ITEM";"CODIGO_PRODUTO";"QUANTIDADE";"VALOR_UNITARIO";"VALOR_TOTAL"
1477889519;2;15538;1;14.75;14.75
1477889519;7;14926;1;66.76;66.76
1477889519;1;851;1;35.59;35.59
1477889519;3;15538;1;14.75;14.75
1477889521;1;73522;1;41.72;41.72
1477889522;2;97160;1;5.11;5.11
1477889522;3;26692;1;19.98;19.98
1477889522;1;77778;1;33.44;33.44
1477889524;3;66261;1;10.95;10.95
1477889524;1;61304;1;24.9;24.9
1477889524;2;38124;1;24.9;24.9
1477889526;4;884;1;14.49;14.49
1477889526;3;42512;1;26.9;26.9
1477889526;2;80892;1;19.2;19.2
1477889526;1;10187;1;16.99;16.99
1477889528;3;33027;1;4.18;4.18
1477889528;1;46206;1;57.9;57.9
1477889528;2;33027;1;4.18;4.18
1477889529;2;431;1;38.9;38.9
1477889529;1;13690;1;12.59;12.59
1477889529;4;33027;1;4.18;4.18
1477889529;3;34927;1;20.41;20.41
1477889530;7;90348;1;3.6;3.6
1477889530;1;68481;1;20.38;20.38
1477889530;2;51339;1;25.56;25.56
1477889530;4;37372;1;4.5;4.5
1477889530;5;59568;1;4.06;4.06
1477889530;6;90348;1;3.6;3.6
1477889530;3;33027;1;4.18;4.18
1477889531;1;330;1;16.9;16.9
1477889531;3;76386;1;2.72;2.72
1477889531;2;33027;1;4.18;4.18
1477889532;1;79980;1;25.45;25.45
1477889533;1;43381;2;1.99;3.98
1477889533;2;51554;1;2.59;2.59
1477889534;1;72636;1;3.77;3.77
1477889535;2;81674;4;2.72;10.88
1477889535;3;42808;1;39.55;39.55
1477889535;1;89307;1;108.29;108.29
1477889536;1;17313;1;51.59;51.59
1477889537;1;17770;1;19.79;19.79
1477889538;3;54581;1;49.7;49.7
1477889538;1;62;1;56.9;56.9
1477889538;2;54581;1;49.7;49.7
1477889539;2;1953;1;7.22;7.22
1477889539;1;62678;1;11.9;11.9
1477889541;2;61097;1;10.59;10.59
1477889541;1;75068;1;2.96;2.96
1477889542;2;13604;1;5.79;5.79
1477889542;4;54785;1;36.66;36.66
1477889542;3;58517;1;8.37;8.37
1477889542;1;46869;1;3.66;3.66
1477889543;2;73336;1;9.99;9.99
1477889543;1;49129;1;6.99;6.99
1477889543;3;45378;1;2.96;2.96
1477889543;5;73336;1;9.99;9.99
1477889543;4;45380;1;2.96;2.96
1477889545;1;39424;1;84.44;84.44
1477889545;3;74296;1;7.55;7.55
1477889545;2;91885;1;12.75;12.75
1477889546;1;23205;1;8.48;8.48
1477889546;2;54723;1;8.79;8.79
1477889547;1;73920;1;14.04;14.04
1477889547;2;97172;1;7.86;7.86
1477889548;1;93320;1;13.49;13.49
1477889552;1;49080;1;28.65;28.65
1477889553;1;68858;1;15.99;15.99
1477889555;1;41458;1;7.56;7.56
1477889555;2;61045;1;11.05;11.05
1477889556;1;97172;1;7.86;7.86
1477889556;2;13421;1;18.52;18.52
1477889557;3;10570;1;17.89;17.89
1477889557;4;13501;1;79.32;79.32
1477889557;1;42786;1;25;25
1477889557;2;63995;1;25.9;25.9
1477889558;1;42512;1;26.9;26.9
1477889559;2;42974;1;11.99;11.99
1477889559;1;42974;1;11.99;11.99
1477889560;1;175;1;79.9;79.9
1477889561;4;58724;1;16.49;16.49
1477889561;1;43197;1;31.94;31.94
1477889561;3;47452;1;18.3;18.3
1477889561;5;20056;1;122.75;122.75
1477889561;2;28032;1;29.5;29.5
1477889562;2;37372;1;4.5;4.5
1477889562;1;29002;1;36.42;36.42
1477889564;1;91885;1;12.75;12.75
1477889567;1;10567;1;145.64;145.64
1477889567;8;73336;1;9.99;9.99
1477889567;7;25442;1;6.39;6.39
1477889567;10;72636;1;3.2;3.2
1477889567;11;53749;1;36.66;36.66
1477889567;2;58262;1;27;27
1477889567;3;46504;1;29.9;29.9
1477889567;4;46515;1;29.9;29.9
1477889567;9;73336;1;9.99;9.99
1477889567;6;82480;1;6.39;6.39
1477889567;5;17793;1;17.9;17.9
1477889568;1;73891;1;37;37
1477889568;2;34609;1;1.7;1.7
1477889571;2;76049;1;9.36;9.36
1477889571;1;76049;1;9.36;9.36
1477889572;1;33989;1;18.99;18.99
1477889572;2;36680;1;64.9;64.9
1477889573;2;67746;1;39.67;39.67
1477889573;1;60843;1;27.54;27.54
1477889574;1;12064;1;74.05;74.05
1477889575;3;29119;1;6.99;6.99
1477889575;1;26893;1;21.89;21.89
1477889575;2;70693;1;2.59;2.59
1477889575;4;19482;1;6.29;6.29
1477889576;3;13421;1;18.52;18.52
1477889576;2;13421;1;18.52;18.52
1477889576;1;13421;1;18.52;18.52
1477889577;1;19482;1;6.29;6.29
1477889577;2;19482;1;6.29;6.29
1477889577;5;69213;1;52.83;52.83
1477889577;7;43404;1;74.43;74.43
1477889577;3;17923;1;6.29;6.29
1477889577;4;69213;1;52.83;52.83
1477889577;6;69213;1;52.83;52.83
1477889578;1;18119;1;21.43;21.43
1477889578;2;36181;1;6.97;6.97
1477889579;5;37943;1;78.99;78.99
1477889579;3;40327;1;16.69;16.69
1477889579;1;42354;1;11.99;11.99
1477889579;2;25553;1;8.35;8.35
1477889579;4;37943;1;78.99;78.99
1477889580;10;1887;1;17.9;17.9
1477889580;15;4142;1;14.73;14.73
1477889580;4;86642;1;5.89;5.89
1477889580;3;70693;1;2.59;2.59
1477889580;7;35814;1;4.99;4.99
1477889580;9;51258;1;6.59;6.59
1477889580;14;52485;1;13.21;13.21
1477889580;2;57801;1;1.99;1.99
1477889580;8;14691;1;4.99;4.99
1477889580;1;35119;1;1.99;1.99
1477889580;5;73919;1;39.62;39.62
1477889580;12;52482;1;13.99;13.99
1477889580;16;86642;1;5.89;5.89
1477889580;11;39327;1;15.45;15.45
1477889580;6;60321;1;7.41;7.41
1477889580;13;32338;1;19.9;19.9
1477889581;3;27955;2;1.99;3.98
1477889581;2;1531;1;14.99;14.99
1477889581;1;35475;1;21.27;21.27
1477889582;2;9101;1;5.39;5.39
1477889582;1;16081;1;10.81;10.81
1477889583;1;19358;1;12.6;12.6
1477889584;3;80844;1;14.15;14.15
1477889584;2;34515;1;67.9;67.9
1477889584;1;18710;1;26.9;26.9
1477889585;1;41514;1;41.84;41.84
1477889586;1;930;1;7.49;7.49
1477889586;6;50572;1;38.99;38.99
1477889586;4;52494;1;11.36;11.36
1477889586;2;45529;1;25.55;25.55
1477889586;5;22605;1;5.99;5.99
1477889586;3;54672;1;8.9;8.9
1477889587;1;72636;1;3.77;3.77
1477889588;3;49742;1;31.9;31.9
1477889588;1;45093;1;5.3;5.3
1477889588;2;73532;1;7.14;7.14
1477889589;2;53637;1;14.39;14.39
1477889589;1;53637;1;14.39;14.39
1477889591;4;33027;1;4.18;4.18
1477889591;2;24049;1;5.4;5.4
1477889591;6;46017;1;16.18;16.18
1477889591;1;86464;1;15.54;15.54
1477889591;5;52516;2;1.52;3.04
1477889591;7;47102;2;2.01;4.02
1477889591;8;52516;1;1.52;1.52
1477889591;3;24049;1;5.4;5.4
1477889592;1;74763;1;11.19;11.19
1477889592;4;292;1;19.9;19.9
1477889592;3;42681;1;13.58;13.58
1477889592;2;24539;1;13.35;13.35
1477889593;1;92257;1;9.9;9.9
1477889593;2;51815;1;14.9;14.9
1477889593;5;39252;1;3.59;3.59
1477889593;3;51807;1;5.9;5.9
1477889593;4;39258;1;3.59;3.59
1477889594;2;10855;1;27.32;27.32
1477889594;1;26789;1;10.71;10.71
1477889595;4;50264;1;8.84;8.84
1477889595;2;26878;1;3.46;3.46
1477889595;1;26878;1;3.46;3.46
1477889595;3;26878;1;3.46;3.46
1477889597;1;10152;1;29.81;29.81
1477889597;3;24274;1;1.19;1.19
1477889597;2;20758;1;1.19;1.19
1477889597;4;57831;1;1.19;1.19
1477889598;2;797;1;12.99;12.99
1477889598;1;10187;1;16.99;16.99
1477889599;4;43070;1;10.67;10.67
1477889599;3;21352;1;13.95;13.95
1477889599;1;12859;1;2.39;2.39
1477889599;2;37925;1;3.19;3.19
1477889600;1;62171;1;25.9;25.9
1477889600;2;796;1;13.99;13.99
1477889601;1;41679;1;91.91;91.91
1477889602;1;40823;1;106.23;106.23
1477889603;1;60685;1;11.99;11.99
1477889603;3;60703;1;14.99;14.99
1477889603;4;23063;1;10.39;10.39
1477889603;2;67696;1;17.02;17.02
1477889604;1;42874;1;91.9;91.9
1477889605;5;12072;1;65.89;65.89
1477889605;2;36440;1;16.21;16.21
1477889605;4;24539;2;11.78;23.56
1477889605;3;13067;1;28.37;28.37
1477889605;6;57930;1;11.75;11.75
1477889605;1;357;1;6.77;6.77
1477889605;7;20570;1;32.87;32.87
1477889606;3;32235;1;12.75;12.75
1477889606;4;64434;1;12.73;12.73
1477889606;2;59482;1;55.76;55.76
1477889606;5;64434;1;12.73;12.73
1477889606;1;53992;1;63.22;63.22
1477889609;2;35216;1;5.99;5.99
1477889609;1;59809;1;9.59;9.59
1477889611;1;71202;1;21.53;21.53
1477889612;2;46183;1;19.79;19.79
1477889612;6;65479;1;13.52;13.52
1477889612;5;65479;1;13.52;13.52
1477889612;7;65479;1;13.52;13.52
1477889612;1;46183;1;19.79;19.79
1477889612;3;65479;1;13.52;13.52
1477889612;4;65479;1;13.52;13.52
1477889616;1;98433;1;43.99;43.99
1477889619;5;60835;1;2.54;2.54
1477889619;1;62;1;56.9;56.9
1477889619;2;41843;1;78;78
1477889619;6;60835;1;2.54;2.54
1477889619;4;60840;1;3.39;3.39
1477889619;3;62343;1;44.92;44.92
1477889621;1;54138;1;6.59;6.59
1477889622;1;68545;1;38.53;38.53
1477889623;3;51554;1;2.59;2.59
1477889623;2;46138;1;34.9;34.9
1477889623;1;219;1;79.9;79.9
1477889624;4;43416;1;1.99;1.99
1477889624;1;57470;1;19.69;19.69
1477889624;2;61609;1;3.16;3.16
1477889624;3;22539;1;6.49;6.49
1477889624;5;32697;1;2.48;2.48
1477889625;6;43482;1;24.9;24.9
1477889625;4;40198;1;10.26;10.26
1477889625;3;40733;1;8.95;8.95
1477889625;5;18988;1;12.7;12.7
1477889625;1;55419;1;8.95;8.95
1477889625;2;29550;1;8.95;8.95
1477889627;1;57617;1;30.7;30.7
1477889628;1;52454;1;6.36;6.36
1477889628;3;31196;1;10.35;10.35
1477889628;2;75136;1;11.95;11.95
1477889629;1;41063;1;8.6;8.6
1477889629;2;60948;1;6.89;6.89
1477889630;1;84377;1;11.99;11.99
1477889630;2;1997;1;3.9;3.9
1477889630;3;43178;1;12.49;12.49
1477889631;1;20818;1;72.89;72.89
1477889632;1;52225;1;93.25;93.25
1477889634;1;56487;1;11.9;11.9
1477889635;1;73336;1;9.99;9.99
1477889636;4;30920;1;31.41;31.41
1477889636;2;6769;1;74.69;74.69
1477889636;1;218;1;64;64
1477889636;5;30920;1;31.41;31.41
1477889636;3;30920;1;31.41;31.41
1477889637;1;13085;1;8.75;8.75
1477889638;2;53197;1;69.9;69.9
1477889638;3;39716;1;0.02;0.02
1477889638;1;21186;1;108.9;108.9
1477889639;2;37806;1;39.05;39.05
1477889639;7;93107;1;18.85;18.85
1477889639;4;38243;1;5.1;5.1
1477889639;3;99069;1;8.29;8.29
1477889639;8;59528;1;2.64;2.64
1477889639;5;38243;1;5.1;5.1
1477889639;1;467;1;53.6;53.6
1477889639;6;9755;1;21.35;21.35
1477889640;1;43180;1;6.9;6.9
1477889641;5;796;1;13.99;13.99
1477889641;4;346;1;40.9;40.9
1477889641;2;10584;1;8.25;8.25
1477889641;3;25356;1;51.9;51.9
1477889641;1;30499;1;36.42;36.42
1477889642;2;20751;1;6.63;6.63
1477889642;1;27967;1;59.9;59.9
1477889643;2;96774;1;36.48;36.48
1477889643;3;73333;1;62.62;62.62
1477889643;1;29319;1;19.02;19.02
1477889644;1;44510;1;11.19;11.19
1477889645;1;36290;1;5.99;5.99
1477889645;2;58813;1;3.59;3.59
1477889646;2;14951;1;54.21;54.21
1477889646;1;14951;1;54.21;54.21
1477889647;4;36856;1;16.59;16.59
1477889647;2;29900;1;16.29;16.29
1477889647;1;1934;1;11.99;11.99
1477889647;3;1936;1;14.99;14.99
1477889648;4;43180;1;6.9;6.9
1477889648;1;49064;1;31.9;31.9
1477889648;2;10013;1;24.99;24.99
1477889648;3;43180;1;6.9;6.9
1477889649;1;18621;1;12.9;12.9
1477889650;1;73772;1;25.83;25.83
1477889651;1;26893;1;21.89;21.89
1477889651;2;23063;1;11.19;11.19
1477889651;3;838;1;23.9;23.9
1477889651;4;47878;1;29.47;29.47
1477889651;5;13785;1;3.99;3.99
1477889652;1;57953;1;9.72;9.72
1477889657;1;38526;1;12.78;12.78
1477889657;4;70693;1;2.59;2.59
1477889657;2;38526;1;12.78;12.78
1477889657;3;38526;1;12.78;12.78
1477889659;5;38398;1;18.5;18.5
1477889659;4;27239;4;2.9;11.6
1477889659;3;61604;1;30.19;30.19
1477889659;2;40700;1;34.37;34.37
1477889659;1;41843;1;78;78
1477889661;1;36019;1;38.98;38.98
1477889663;2;20958;1;42.69;42.69
1477889663;1;38360;1;10.39;10.39
1477889666;2;27291;1;15.93;15.93
1477889666;3;74340;1;12.82;12.82
1477889666;1;52069;1;4.46;4.46
1477889668;1;92077;1;34.3;34.3
1477889671;1;53359;1;16.7;16.7
1477889675;2;29748;1;11.99;11.99
1477889675;1;29748;1;11.99;11.99
1477889675;4;79029;1;4.48;4.48
1477889675;3;59447;1;4.48;4.48
1477889676;1;32497;1;3.3;3.3
1477889676;3;4883;1;1.58;1.58
1477889676;2;61094;1;10.59;10.59
1477889677;1;48299;1;166.26;166.26
1477889678;2;37372;1;4.5;4.5
1477889678;1;55778;1;21.75;21.75
1477889680;4;13722;1;8.22;8.22
1477889680;1;62372;1;7.1;7.1
1477889680;7;52440;1;36.84;36.84
1477889680;2;21387;1;17.64;17.64
1477889680;9;21806;1;9.32;9.32
1477889680;5;13722;1;8.22;8.22
1477889680;10;21806;1;9.32;9.32
1477889680;8;52440;1;36.84;36.84
1477889680;3;21387;1;17.64;17.64
1477889680;6;13722;1;8.22;8.22
1477889681;1;39467;1;116.52;116.52
1477889682;3;69642;1;20.28;20.28
1477889682;1;41316;1;59.56;59.56
1477889682;2;19545;1;7.7;7.7
1477889682;4;10756;1;8.56;8.56
1477889683;1;24049;1;5.4;5.4
1477889684;1;54314;1;34.9;34.9
1477889685;4;29351;1;12.9;12.9
1477889685;2;90386;1;3.57;3.57
1477889685;1;12857;1;13.43;13.43
1477889685;3;90386;1;3.57;3.57
1477889686;1;69443;1;34.9;34.9
1477889687;1;4359;1;23.41;23.41
1477889690;1;40201;1;10.85;10.85
1477889691;1;283;1;17.89;17.89
1477889692;1;21517;1;13.09;13.09
1477889693;1;54138;1;6.59;6.59
1477889695;1;43721;1;13.9;13.9
1477889697;1;68952;1;117.15;117.15
1477889698;1;1263;1;5.9;5.9
1477889700;1;60317;1;19.99;19.99
1477889701;2;51538;1;3.19;3.19
1477889701;3;39217;1;4.99;4.99
1477889701;1;42979;1;3.19;3.19
1477889702;1;86159;1;6.29;6.29
1477889703;2;26509;1;39.81;39.81
1477889703;1;34106;1;39.49;39.49
1477889704;1;50518;1;6.55;6.55
1477889704;2;253;1;22.7;22.7
1477889704;3;33027;1;3.82;3.82
1477889705;1;1890;1;10.79;10.79
1477889706;5;54138;1;6.59;6.59
1477889706;3;41369;1;7.49;7.49
1477889706;1;934;1;9.69;9.69
1477889706;4;54138;1;6.59;6.59
1477889706;2;53369;1;2.03;2.03
1477889707;7;72636;1;3.82;3.82
1477889707;5;22039;1;6.63;6.63
1477889707;2;46818;1;2.84;2.84
1477889707;6;90774;1;1.64;1.64
1477889707;3;58258;1;5.99;5.99
1477889707;4;36812;1;14.99;14.99
1477889707;1;57890;1;3.22;3.22
1477889708;2;18223;1;3.92;3.92
1477889708;1;60382;1;8.38;8.38
1477889709;19;23685;1;12.99;12.99
1477889709;15;45093;1;5.3;5.3
1477889709;17;65443;1;10.79;10.79
1477889709;2;8062;1;18;18
1477889709;6;26878;1;5.83;5.83
1477889709;8;74918;1;6.14;6.14
1477889709;3;65925;1;16.3;16.3
1477889709;13;53819;1;15.4;15.4
1477889709;14;34638;1;4.71;4.71
1477889709;10;81699;1;90.04;90.04
1477889709;9;44356;1;4.22;4.22
1477889709;12;68210;1;7.14;7.14
1477889709;11;4630;1;27.36;27.36
1477889709;18;46875;1;8.6;8.6
1477889709;5;31712;1;30.48;30.48
1477889709;7;47102;3;2.04;6.12
1477889709;4;78643;1;18.14;18.14
1477889709;16;1743;1;11.12;11.12
1477889709;1;37923;1;3.22;3.22
1477889711;1;26692;1;21.35;21.35
1477889712;1;264;1;3.59;3.59
1477889712;2;264;1;3.59;3.59
1477889713;1;1341;1;9.99;9.99
1477889713;2;31050;1;8.49;8.49
1477889714;1;69931;1;34.14;34.14
1477889715;1;52516;1;1.54;1.54
1477889716;1;39494;1;3.4;3.4
1477889716;2;66380;1;2.99;2.99
1477889717;1;7345;1;7.52;7.52
1477889718;1;70343;1;5.62;5.62
1477889719;1;10408;1;8.71;8.71
1477889719;2;10408;1;8.71;8.71
1477889720;1;26878;1;6.84;6.84
1477889722;2;72973;1;25.42;25.42
1477889722;1;43197;1;25.19;25.19
1477889723;1;23022;1;19.48;19.48
1477889724;1;77197;1;18.54;18.54
1477889725;1;60854;1;7.38;7.38
1477889726;1;22311;1;72.43;72.43
1477889726;2;13803;1;163.45;163.45
1477889726;3;95293;1;104.49;104.49
1477889727;3;70362;1;33.32;33.32
1477889727;4;70362;1;33.32;33.32
1477889727;2;70362;1;33.32;33.32
1477889727;1;57593;1;44.18;44.18
1477889728;1;49814;1;7.79;7.79
1477889729;2;45086;1;10.41;10.41
1477889729;1;46970;1;33.35;33.35
1477889730;1;21199;1;3.95;3.95
1477889731;1;17770;1;12.8;12.8
1477889731;2;17770;1;12.8;12.8
1477889732;1;47883;1;13.54;13.54
1477889733;1;57353;1;16.99;16.99
1477889734;5;14280;1;2.39;2.39
1477889734;4;10563;1;18.03;18.03
1477889734;1;4883;1;1.58;1.58
1477889734;3;50999;1;15.39;15.39
1477889734;2;4883;1;1.58;1.58
1477889735;6;4883;1;1.58;1.58
1477889735;1;53427;1;7.99;7.99
1477889735;3;23063;1;11.19;11.19
1477889735;5;4883;1;1.58;1.58
1477889735;2;23063;1;11.19;11.19
1477889735;4;23063;1;11.19;11.19
1477889736;1;24849;1;12.9;12.9
1477889740;1;39249;1;2.65;2.65
1477889741;1;10804;1;38.13;38.13
1477889742;2;36386;1;100.63;100.63
1477889742;3;26784;1;35.36;35.36
1477889742;1;62646;1;37.24;37.24
1477889747;1;15257;1;10.81;10.81
1477889747;2;15257;1;10.81;10.81
1477889747;3;33027;1;4.18;4.18
1477889748;2;52763;1;28.99;28.99
1477889748;1;50619;1;11.19;11.19
1477889750;3;60405;1;59.9;59.9
1477889750;2;22311;1;77.32;77.32
1477889750;1;59434;1;33.9;33.9
1477889751;2;99391;1;2.08;2.08
1477889751;1;14280;1;2.39;2.39
1477889752;4;74763;1;10.39;10.39
1477889752;5;49642;1;8.47;8.47
1477889752;2;74763;1;10.39;10.39
1477889752;6;61094;1;8.47;8.47
1477889752;3;74763;1;10.39;10.39
1477889752;1;12734;1;58.97;58.97
1477889752;7;61094;1;8.47;8.47
1477889753;1;18101;1;2.45;2.45
1477889754;1;51699;1;6.99;6.99
1477889755;15;1284;1;17.74;17.74
1477889755;10;13556;1;5.66;5.66
1477889755;9;46362;1;2.22;2.22
1477889755;2;42643;1;18.74;18.74
1477889755;6;60528;1;7.9;7.9
1477889755;11;62142;1;3.19;3.19
1477889755;12;36575;1;17.39;17.39
1477889755;5;60528;1;7.9;7.9
1477889755;7;64969;1;5.76;5.76
1477889755;14;1284;1;17.74;17.74
1477889755;16;22806;1;37.38;37.38
1477889755;1;42643;1;18.74;18.74
1477889755;3;49067;1;31.9;31.9
1477889755;13;76093;1;15.51;15.51
1477889755;4;60528;1;7.9;7.9
1477889755;8;64969;1;5.76;5.76
1477889757;1;36019;1;29.59;29.59
1477889758;1;16959;1;34.99;34.99
1477889759;2;61625;1;3.16;3.16
1477889759;4;31477;1;14.63;14.63
1477889759;3;61505;1;3.16;3.16
1477889759;1;28672;1;6.84;6.84
1477889759;5;58893;1;27.62;27.62
1477889760;7;81688;1;31.94;31.94
1477889760;2;53343;1;35.99;35.99
1477889760;1;15272;1;10.39;10.39
1477889760;3;31369;1;24.79;24.79
1477889760;4;45086;1;8.26;8.26
1477889760;6;60597;1;29.9;29.9
1477889760;5;73920;1;9.09;9.09
1477889761;3;58940;1;3.19;3.19
1477889761;4;33202;1;73.35;73.35
1477889761;2;52796;1;3.19;3.19
1477889761;1;1116;1;24.34;24.34
1477889762;4;84880;1;14.64;14.64
1477889762;2;54137;1;10.99;10.99
1477889762;6;60316;1;6.99;6.99
1477889762;3;34647;1;5.75;5.75
1477889762;8;40858;1;19.99;19.99
1477889762;5;67438;1;17.09;17.09
1477889762;7;36799;1;16.5;16.5
1477889762;1;60398;1;17.98;17.98
1477889763;1;19214;1;14.45;14.45
1477889764;1;9200;1;22.73;22.73
1477889765;1;61;1;56.9;56.9
1477889768;2;35474;1;67.07;67.07
1477889768;3;45687;1;119.4;119.4
1477889768;5;89301;1;7.19;7.19
1477889768;4;77197;1;18.54;18.54
1477889768;1;12616;1;12.08;12.08
1477889769;3;13421;1;14.73;14.73
1477889769;5;13421;1;14.73;14.73
1477889769;4;13421;1;14.73;14.73
1477889769;7;52498;1;17.48;17.48
1477889769;6;13421;1;14.73;14.73
1477889769;2;18223;1;3.92;3.92
1477889769;1;62533;1;4.79;4.79
1477889770;1;60569;1;26.7;26.7
1477889772;1;44693;1;7.95;7.95
1477889772;2;38414;1;108.68;108.68
1477889775;2;24840;1;45.75;45.75
1477889775;1;64357;1;2.83;2.83
1477889776;2;808;1;11.18;11.18
1477889776;1;68936;1;10.16;10.16
1477889777;1;66238;1;31.76;31.76
1477889778;1;50525;1;14.9;14.9
1477889779;2;83692;1;7.89;7.89
1477889779;1;82545;1;16.15;16.15
1477889779;3;53061;1;50.69;50.69
1477889780;2;89335;1;11.87;11.87
1477889780;1;11546;1;14.52;14.52
1477889781;2;44633;1;116.09;116.09
1477889781;4;69410;1;49.59;49.59
1477889781;3;69410;1;49.59;49.59
1477889781;1;34046;1;58.6;58.6
1477889782;1;76449;1;1.85;1.85
1477889782;2;82894;1;2.96;2.96
1477889783;4;18945;1;40.9;40.9
1477889783;3;13624;1;1.99;1.99
1477889783;1;66353;1;2.05;2.05
1477889783;2;17203;1;0.84;0.84
1477889785;1;41532;1;12.92;12.92
1477889786;3;91227;1;11.7;11.7
1477889786;1;43633;1;2.4;2.4
1477889786;2;91227;1;11.7;11.7
1477889787;7;30792;1;18.65;18.65
1477889787;9;30792;1;18.65;18.65
1477889787;8;30792;1;18.65;18.65
1477889787;4;1103;1;7.99;7.99
1477889787;1;55846;1;12.32;12.32
1477889787;2;55846;1;12.32;12.32
1477889787;6;30792;1;18.65;18.65
1477889787;5;1103;1;7.99;7.99
1477889787;3;1103;1;7.99;7.99
1477889787;10;30792;1;18.65;18.65
1477889788;1;42874;1;91.9;91.9
1477889788;2;60852;1;33.94;33.94
1477889789;1;12394;1;27.23;27.23
1477889789;2;1124;1;3.5;3.5
1477889790;1;775;1;4.89;4.89
1477889791;2;16062;1;15;15
1477889791;3;16062;1;15;15
1477889791;1;16062;1;15;15
1477889792;1;23566;1;21.37;21.37
1477889793;5;32794;1;2;2
1477889793;3;60528;1;7.9;7.9
1477889793;2;60528;1;7.9;7.9
1477889793;1;69669;1;49.62;49.62
1477889793;4;60528;1;7.9;7.9
1477889793;7;28337;1;9.35;9.35
1477889793;6;96688;1;29.95;29.95
1477889794;7;78206;1;35.18;35.18
1477889794;2;73772;1;25.83;25.83
1477889794;6;38100;1;37.3;37.3
1477889794;4;73772;1;25.83;25.83
1477889794;3;73772;1;25.83;25.83
1477889794;1;73772;1;25.83;25.83
1477889794;5;38100;1;37.3;37.3
1477889795;3;36724;1;2.2;2.2
1477889795;4;45247;1;1.71;1.71
1477889795;2;59195;1;11.9;11.9
1477889795;1;17092;1;18.9;18.9
1477889797;1;12790;1;5.02;5.02
1477889797;2;12790;1;5.02;5.02
1477889797;3;12790;1;5.02;5.02
1477889797;4;12790;1;5.02;5.02
1477889799;2;37930;1;51.32;51.32
1477889799;1;1085;1;39.89;39.89
1477889801;1;10059;1;33.24;33.24
1477889802;1;23463;1;22.06;22.06
1477889802;2;23463;1;22.06;22.06
1477889803;1;43633;1;2.4;2.4
1477889804;1;23063;1;10.39;10.39
1477889805;2;19317;1;9.6;9.6
1477889805;1;19317;1;9.6;9.6
1477889806;1;40582;1;9.89;9.89
1477889807;1;16097;1;12.87;12.87
1477889807;2;45784;1;1.78;1.78
1477889808;2;63990;1;20.1;20.1
1477889808;1;47699;1;7.39;7.39
1477889809;1;80337;1;65.6;65.6
1477889812;1;11320;1;20.38;20.38
1477889812;2;57814;1;15.73;15.73
1477889813;2;59232;1;53.16;53.16
1477889813;1;59232;1;53.16;53.16
1477889814;1;48840;1;9.99;9.99
1477889815;2;41372;1;41.7;41.7
1477889815;1;41372;1;41.7;41.7
1477889816;1;43154;1;28.4;28.4
1477889816;2;49786;1;35.05;35.05
1477889816;5;33933;1;23.65;23.65
1477889816;4;66630;1;5.69;5.69
1477889816;3;63405;1;9.9;9.9
1477889817;1;91388;1;3;3
1477889818;2;30608;1;2.38;2.38
1477889818;1;31657;1;32.29;32.29
1477889818;3;1203;1;1.69;1.69
1477889819;1;32475;1;1.37;1.37
1477889820;1;26479;1;5.71;5.71
1477889820;2;12859;1;2.27;2.27
1477889821;1;54138;1;6.59;6.59
1477889821;7;97361;1;12.99;12.99
1477889821;6;46180;1;1.99;1.99
1477889821;5;57804;1;1.99;1.99
1477889821;3;15298;1;12.39;12.39
1477889821;2;37492;1;11.99;11.99
1477889821;4;57801;1;1.99;1.99
1477889822;5;57069;1;2;2
1477889822;4;57069;1;2;2
1477889822;1;12967;1;7.39;7.39
1477889822;3;43381;7;1.99;13.93
1477889822;2;77778;1;32.98;32.98
1477889822;6;57069;1;2;2
1477889823;1;67696;1;19.48;19.48
1477889824;5;26862;1;23.9;23.9
1477889824;2;54845;1;9.99;9.99
1477889824;6;54845;1;9.99;9.99
1477889824;3;41562;1;52.26;52.26
1477889824;1;17793;1;17.9;17.9
1477889824;7;63032;1;7.91;7.91
1477889824;4;59136;1;13.5;13.5
1477889825;2;26893;1;21.89;21.89
1477889825;1;13085;1;11.46;11.46
1477889826;1;28295;1;31.97;31.97
1477889826;2;28295;1;31.97;31.97
1477889828;2;35132;1;8.06;8.06
1477889828;1;96758;1;5.32;5.32
1477889829;1;27955;2;1.99;3.98
1477889831;1;14691;1;4.99;4.99
1477889831;2;37965;1;17.89;17.89
1477889832;2;68543;1;5.4;5.4
1477889832;1;68543;1;5.4;5.4
1477889832;3;68543;1;5.4;5.4
1477889833;4;27955;1;1.99;1.99
1477889833;1;70978;1;15.94;15.94
1477889833;2;99830;1;7.9;7.9
1477889833;3;47102;1;2.01;2.01
1477889836;1;52746;1;161.7;161.7
1477889837;1;66993;1;39.57;39.57
1477889837;2;41494;1;64.57;64.57
1477889838;1;59594;1;2.27;2.27
1477889838;2;59594;1;2.27;2.27
1477889838;3;86076;1;10.42;10.42
1477889838;4;86076;1;10.42;10.42
1477889839;2;60690;1;43.22;43.22
1477889839;1;25834;1;24.5;24.5
1477889840;1;1890;1;10.79;10.79
1477889840;5;62372;1;7.1;7.1
1477889840;3;57994;1;2.89;2.89
1477889840;4;57994;1;2.89;2.89
1477889840;2;86642;1;5.89;5.89
1477889841;2;57319;1;13.02;13.02
1477889841;6;1864;1;69.9;69.9
1477889841;1;39217;1;4.99;4.99
