"IDENTIFICADOR_NOTA_FISCAL";"DATA_EMISSAO";"OPERACAO_FISCAL";"TIPO_TRANSACAO";"CODIGO_PEDIDO_MULTICANAL";"CODIGO_FILIAL";"TRANSACAO_CLIENTE";"CODIGO_NOTA_FISCAL_ORIGEM";"FORMA_PAGAMENTO";"VALOR_NOTA_FISCAL";"NUMERO_NOTA_FISCAL";"DATA_ATUALIZACAO";"LOJA_24H";"ESTADO";"ENDERECO";"BAIRRO";"CIDADE";"CEP"
918370856;"06/08/2012";1;;;1287;2;;1;5.9;40556;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370857;"06/08/2012";1;;;1287;2;;10;58.49;40559;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370860;"06/08/2012";1;;;1287;2;;4;8.29;40564;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370861;"06/08/2012";1;;;1287;2;;1;63.04;40566;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370862;"06/08/2012";1;;;1287;2;;4;65.79;40567;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370865;"06/08/2012";1;;;1287;2;;5;25.8;40569;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370869;"06/08/2012";1;;;1287;2;;5;102.99;40571;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370871;"06/08/2012";1;;;1287;2;;5;36.17;40575;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370874;"06/08/2012";1;;;1287;2;;4;84.84;11063;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370875;"06/08/2012";1;;;1287;2;;10;66.97;11068;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370876;"06/08/2012";1;;;1287;2;;2;104.53;11070;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370878;"06/08/2012";1;;;1287;2;;5;36.92;11071;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370881;"06/08/2012";1;;;1287;2;;1;40.45;11075;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370882;"06/08/2012";1;;;1287;2;;4;81.88;11076;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370883;"06/08/2012";1;;;1287;2;;5;37.14;11079;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370886;"06/08/2012";1;;;1287;2;;5;35.89;11081;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370887;"06/08/2012";1;;;1287;2;;5;36.82;11083;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370890;"06/08/2012";1;;;1287;2;;1;16.68;11085;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370891;"06/08/2012";1;;;1287;2;;10;64.77;11086;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370892;"06/08/2012";1;;;1287;2;;4;106.74;11088;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370893;"06/08/2012";1;;;1287;2;;4;17.83;11090;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370894;"06/08/2012";1;;;1287;2;;4;69;11093;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370898;"06/08/2012";1;;;1287;2;;1;1.3;11095;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370900;"06/08/2012";1;;;1287;2;;1;58.65;11097;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370901;"06/08/2012";1;;;1287;2;;1;43.09;11096;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370903;"06/08/2012";1;;;1287;2;;4;169.59;11100;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370904;"06/08/2012";1;;;1287;2;;1;12.1;11103;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370905;"06/08/2012";1;;;1287;2;;4;110.67;11104;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370906;"06/08/2012";1;;;1287;2;;4;41.51;11106;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370907;"06/08/2012";1;;;1287;2;;4;122.6;11109;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370908;"06/08/2012";1;;;1287;2;;1;2.22;11108;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370909;"06/08/2012";1;;;1287;2;;5;35.07;11111;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370910;"06/08/2012";1;;;1287;2;;1;23.66;11113;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370911;"06/08/2012";1;;;1287;2;;4;7.89;11114;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370912;"06/08/2012";1;;;1287;2;;5;171.68;11116;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370913;"06/08/2012";1;;;1287;2;;1;264.1;11121;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370914;"06/08/2012";1;;;1287;2;;4;58.82;11119;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370915;"06/08/2012";1;;;1287;2;;5;41.53;11123;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370916;"06/08/2012";1;;;1287;2;;5;16.7;11125;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370917;"06/08/2012";1;;;1287;2;;10;84.06;11128;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370920;"06/08/2012";1;;;1287;2;;1;29.63;11134;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370926;"06/08/2012";1;;;1287;2;;1;2.22;11137;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370927;"06/08/2012";1;;;1287;2;;1;31.67;11138;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370930;"06/08/2012";1;;;1287;2;;5;17.49;11141;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370932;"06/08/2012";1;;;1287;2;;5;94.3;11143;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370936;"06/08/2012";1;;;1287;2;;5;349.4;11146;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370937;"06/08/2012";1;;;1287;2;;10;618.55;11148;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370938;"06/08/2012";1;;;1287;2;;4;69.52;11151;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370947;"06/08/2012";1;;;1287;2;;1;247.53;11155;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370948;"06/08/2012";1;;;1287;2;;1;11.25;11156;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370949;"06/08/2012";1;;;1287;2;;4;407.76;11157;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370950;"06/08/2012";1;;;1287;2;;5;22.25;11162;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370952;"06/08/2012";1;;;1287;2;;5;70.13;11164;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370953;"06/08/2012";1;;;1287;2;;4;115.06;11166;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370954;"06/08/2012";1;;;1287;2;;4;16.14;11168;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370955;"06/08/2012";1;;;1287;2;;4;103.41;11170;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370956;"06/08/2012";1;;;1287;2;;4;64.17;11173;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370958;"06/08/2012";1;;;1287;2;;1;5.05;11178;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370959;"06/08/2012";1;;;1287;2;;5;52.69;11181;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370964;"06/08/2012";1;;;1287;2;;4;132.55;11186;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370969;"06/08/2012";1;;;1287;2;;4;44.07;11188;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370970;"06/08/2012";1;;;1287;2;;4;69.5;11190;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370982;"06/08/2012";1;;;1287;2;;5;139.46;11194;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370985;"06/08/2012";1;;;1287;2;;5;34.93;11198;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370992;"06/08/2012";1;;;1287;2;;10;39.53;11202;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370993;"06/08/2012";1;;;1287;2;;5;39.97;11204;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918370994;"06/08/2012";1;;;1287;2;;5;52.21;11208;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371000;"06/08/2012";1;;;1287;2;;4;50.32;11212;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371003;"06/08/2012";1;;;1287;2;;5;15.55;11214;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371004;"06/08/2012";1;;;1287;2;;1;6.79;11216;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371005;"06/08/2012";1;;;1287;2;;4;18.33;11217;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371008;"06/08/2012";1;;;1287;2;;1;12.46;11219;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371009;"06/08/2012";1;;;1287;2;;5;35.14;11220;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371010;"06/08/2012";1;;;1287;2;;4;39.3;11222;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371011;"06/08/2012";1;;;1287;2;;5;364.48;11224;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371013;"06/08/2012";1;;;1287;2;;5;35.4;11228;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371015;"06/08/2012";1;;;1287;2;;1;17.45;11232;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371019;"06/08/2012";1;;;1287;2;;1;9.38;11235;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371022;"06/08/2012";1;;;1287;2;;4;84.76;11236;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371023;"06/08/2012";1;;;1287;2;;4;79.55;11241;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371025;"06/08/2012";1;;;1287;2;;1;39.38;11246;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371027;"06/08/2012";1;;;1287;2;;1;16.79;11249;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371031;"06/08/2012";1;;;1287;2;;1;3.09;11252;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371032;"06/08/2012";1;;;1287;2;;1;2.32;11253;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371033;"06/08/2012";1;;;1287;2;;5;41.55;11254;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371044;"06/08/2012";1;;;1287;2;;1;30.99;11256;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371048;"06/08/2012";1;;;1287;2;;4;61.47;158905;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371049;"06/08/2012";1;;;1287;2;;1;28.25;158911;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371050;"06/08/2012";1;;;1287;2;;1;8.65;158910;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371051;"06/08/2012";1;;;1287;2;;1;63.07;158912;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371054;"06/08/2012";1;;;1287;2;;1;1.3;158915;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371058;"06/08/2012";1;;;1287;2;;10;53.98;158916;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371059;"06/08/2012";1;;;1287;2;;1;166.14;158920;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371068;"06/08/2012";1;;;1287;2;;1;165.37;158924;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371075;"06/08/2012";1;;;1287;2;;1;27.49;158927;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371080;"06/08/2012";1;;;1287;2;;4;56.25;158930;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371081;"06/08/2012";1;;;1287;2;;4;81.7;158932;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371084;"06/08/2012";1;;;1287;2;;1;5.24;158934;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371086;"06/08/2012";1;;;1287;2;;4;72.39;158935;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371087;"06/08/2012";1;;;1287;2;;1;34.34;158941;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371089;"06/08/2012";1;;;1287;2;;4;174.99;158945;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371093;"06/08/2012";1;;;1287;2;;4;191.52;158950;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371094;"06/08/2012";1;;;1287;2;;1;3.9;158954;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371101;"06/08/2012";1;;;1287;2;;5;36.68;158957;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371102;"06/08/2012";1;;;1287;2;;4;157.97;158961;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371105;"06/08/2012";1;;;1287;2;;1;38.47;158964;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371108;"06/08/2012";1;;;1287;2;;5;4.18;158966;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371111;"06/08/2012";1;;;1287;2;;5;12.52;158968;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371114;"06/08/2012";1;;;1287;2;;1;1.89;158970;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371116;"06/08/2012";1;;;1287;2;;4;127.99;158975;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371119;"06/08/2012";1;;;1287;2;;5;41.58;158973;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371121;"06/08/2012";1;;;1287;2;;5;20.42;158977;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371124;"06/08/2012";1;;;1287;2;;5;10.99;158979;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371125;"06/08/2012";1;;;1287;2;;5;15.57;158985;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371133;"06/08/2012";1;;;1287;2;;10;5.4;158989;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371134;"06/08/2012";1;;;1287;2;;4;342.14;158991;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371136;"06/08/2012";1;;;1287;2;;4;78.28;158995;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371145;"06/08/2012";1;;;1287;2;;4;22.45;158999;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371150;"06/08/2012";1;;;1287;2;;4;13.2;159003;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371158;"06/08/2012";1;;;1287;2;;5;81.05;159007;"31/05/2013";0;SP;AVENIDA NOVE DE JULHO;ANHANGABAÚ;JUNDIAÍ;"13208056"
918371635;"07/08/2012";1;;;1385;2;;4;103.79;404743;"31/05/2013";0;DF;AV NB AVENIDA CENTRAL LT 487/493-S/N-LOJA 01/02;NUC BANDEIRANTE;BRASÍLIA;"71710510"
918372782;"09/08/2012";1;;;1106;2;;4;312.37;573848;"31/05/2013";0;SP;AVENIDA ANA COSTA;GONZAGA;SANTOS;"11060002"
918376797;"11/08/2012";1;;;1319;2;;5;20.14;98408;"31/05/2013";0;SP;ALAMEDA TERRACOTA,;CERÂMICA;SÃO CAETANO DO SUL;"09531190"
918376983;"11/08/2012";1;;;1349;2;;4;110.63;481916;"31/05/2013";0;GO;AVENIDA QUINTA AVENIDA;ST L VL NOVA;GOIÂNIA;"74645025"
918377673;"11/08/2012";1;;;1360;2;;5;88.31;312122;"31/05/2013";0;DF;CSB 6 BLOCOS A AO D LOTES 1/2;T SUL (TAGUATINGA);BRASÍLIA;"72015951"
918377970;"11/08/2012";1;;;1424;2;;4;140.7;148262;"31/05/2013";0;GO;AVENIDA DEPUTADO JAMEL CECÍLIO;JD GOIÁS;GOIÂNIA;"74810100"
920745374;"11/08/2012";1;;;1352;2;;4;27.36;648086;"03/06/2013";1;GO;AVENIDA T 63;ST BUENO;GOIÂNIA;"74230100"
921201665;"11/08/2012";1;;;1248;2;;1;33.66;12464;"04/06/2013";0;SP;RUA MÁRIO RIBEIRO;CENTRO;GUARUJÁ;"11410192"
921201666;"11/08/2012";1;;;1248;2;;1;3.9;12466;"04/06/2013";0;SP;RUA MÁRIO RIBEIRO;CENTRO;GUARUJÁ;"11410192"
921212646;"11/08/2012";1;;;1248;2;;1;53.61;12458;"04/06/2013";0;SP;RUA MÁRIO RIBEIRO;CENTRO;GUARUJÁ;"11410192"
921214970;"14/08/2012";1;;;1350;2;;12;46.9;315036;"04/06/2013";1;GO;RUA C 250;ST N SUIÇA;GOIÂNIA;"74280150"
921215438;"14/08/2012";1;;;1351;2;;4;204.92;68868;"04/06/2013";0;GO;EDMUNDO PINHEIRO DE ABREU;ST P LUDOVICO;GOIÂNIA;"74823030"
921216404;"14/08/2012";1;;;1355;2;;10;135.29;130750;"04/06/2013";0;GO;AVENIDA GOIAS;ST CENTRAL;GOIANIA;"74020200"
921216628;"14/08/2012";1;;;1357;2;;5;188.02;440137;"04/06/2013";0;GO;AVENIDA QUARTA RADIAL;ST P LUDOVICO;GOIÂNIA;"74830130"
921216632;"14/08/2012";1;;;1367;2;;4;46.9;188466;"04/06/2013";1;DF;CLN 308 BLOCO E;A NORTE;BRASÍLIA;"70747550"
921217131;"14/08/2012";1;;;1374;2;;4;59.48;66585;"04/06/2013";1;DF;CLN 210 BLOCO C;A NORTE;BRASÍLIA;"70862530"
921217303;"14/08/2012";1;;;1390;2;;5;46.9;230881;"04/06/2013";1;DF;RUA DAS PITANGUEIRAS L1 - RUA ALECRIM L2 LOJA11/12;SUL (A CLARAS);BRASÍLIA;"71938540"
921217304;"14/08/2012";1;;;1391;2;;2;93.8;129046;"04/06/2013";0;DF;CLSW 302 BLOCO B;ST SUDOESTE;BRASÍLIA;"70673612"
921217485;"14/08/2012";1;;;1400;2;;4;57.36;134962;"04/06/2013";0;GO;AVENIDA PRIMEIRA RADIAL;ST P LUDOVICO;GOIÂNIA;"74820300"
921217658;"14/08/2012";1;;;1415;2;;5;253.69;102806;"04/06/2013";0;DF;SCC BLOCO 3;ST CENTRAL (GAMA);BRASÍLIA;"72404030"
921217659;"14/08/2012";1;;;1420;2;;4;65;54244;"04/06/2013";0;DF;ST HC SUL COM LOCAL,S/N;ASA SUL;BRASILIA;"70330515"
921218284;"15/08/2012";1;;;1051;2;;4;165.17;612323;"04/06/2013";0;SP;AVENIDA ROQUE PETRONI JÚNIOR;JD ACÁCIAS;SÃO PAULO;"04707000"
921218720;"15/08/2012";1;;;1143;2;;4;75.85;672358;"04/06/2013";0;SP;RUA DOUTOR FELÍCIO LAURITO;CENTRO;RIBEIRÃO PIRES;"09400210"
921218889;"15/08/2012";1;;;1266;2;;4;127.79;21005;"04/06/2013";0;SP;PRAÇA FRANCISCO BARRETO;CENTRO;BARRETOS;"14780059"
921218890;"15/08/2012";1;;;1360;2;;4;62.42;175729;"04/06/2013";0;DF;CSB 6 BLOCOS A AO D LOTES 1/2;T SUL (TAGUATINGA);BRASÍLIA;"72015951"
921219159;"15/08/2012";1;;;1363;2;;1;173.58;409238;"04/06/2013";1;DF;CLS 102 BLOCO C;A SUL;BRASÍLIA;"70330535"
921219160;"15/08/2012";1;;;1363;2;;1;46.9;409432;"04/06/2013";1;DF;CLS 102 BLOCO C;A SUL;BRASÍLIA;"70330535"
921219397;"15/08/2012";1;;;1384;2;;1;46.9;217824;"04/06/2013";0;GO;AVENIDA 85;ST MARISTA;GOIÂNIA;"74160010"
921220957;"16/08/2012";1;;;1191;2;;10;44.76;92573;"04/06/2013";0;MG;PRAÇA GETULIO VARGAS;CENTRO;ALFENAS;"37130000"
921221117;"16/08/2012";1;;;1341;2;;4;46.9;365805;"04/06/2013";1;GO;AVENIDA T 63;ST B VISTA;GOIÂNIA;"74823340"
921221373;"16/08/2012";1;;;1351;2;;1;67.8;325611;"04/06/2013";0;GO;EDMUNDO PINHEIRO DE ABREU;ST P LUDOVICO;GOIÂNIA;"74823030"
921221717;"16/08/2012";1;;;1354;2;;4;188.56;303290;"04/06/2013";0;GO;AV. 24 DE OUTUBRO;SETOR CAMPINAS;GOIANIA;"74505011"
921221718;"16/08/2012";1;;;1386;2;;4;65.58;257542;"04/06/2013";0;DF;SHLS QD.716 - CJ.B - BL.05 - LJ.15/16;ASA SUL;BRASÍLIA;"70390700"
921221937;"16/08/2012";1;;;1407;2;;1;46.9;164809;"04/06/2013";0;DF;CLN 307 BLOCO C;A NORTE;BRASÍLIA;"70746530"
921221938;"16/08/2012";1;;;1400;2;;6;183.09;154408;"04/06/2013";0;GO;AVENIDA PRIMEIRA RADIAL;ST P LUDOVICO;GOIÂNIA;"74820300"
921222127;"16/08/2012";1;;;1421;2;;4;151.4;122657;"04/06/2013";0;DF;QN 314 CONJUNTO 1;S SUL (SAMAMBAIA);BRASÍLIA;"72308201"
921222609;"16/08/2012";1;;;1522;2;;1;11.2;134;"04/06/2013";1;MT;GETULIO VARGAS;QUILOMBO;CUIABÁ;"78043415"
