"IDENTIFICADOR_NOTA_FISCAL";"DATA_EMISSAO";"OPERACAO_FISCAL";"TIPO_TRANSACAO";"CODIGO_PEDIDO_MULTICANAL";"CODIGO_FILIAL";"TRANSACAO_CLIENTE";"CODIGO_NOTA_FISCAL_ORIGEM";"FORMA_PAGAMENTO";"VALOR_NOTA_FISCAL";"NUMERO_NOTA_FISCAL";"DATA_ATUALIZACAO";"LOJA_24H";"ESTADO";"ENDERECO";"BAIRRO";"CIDADE";"CEP"
933127057;"02/11/2012";1;;;1101;2;;4;112.26;564678;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127094;"02/11/2012";1;;;1101;2;;10;94.05;564739;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127102;"02/11/2012";1;;;1101;2;;10;23.15;564796;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127132;"02/11/2012";1;;;1101;2;;4;185.04;609618;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127160;"02/11/2012";1;;;1101;2;;10;199.57;327553;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127162;"02/11/2012";1;;;1101;2;;10;93.66;327578;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127176;"02/11/2012";1;;;1101;2;;10;29.07;327670;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127177;"02/11/2012";1;;;1101;2;;10;51.33;327672;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127178;"02/11/2012";1;;;1101;2;;10;53.1;327678;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127250;"02/11/2012";1;;;1101;2;;10;93.79;327810;"20/06/2013";1;SP;R. DR. ANTONIO PRADO;CENTRO;OURINHOS;"19911810"
933127271;"02/11/2012";1;;;1102;2;;1;58.32;473712;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127274;"02/11/2012";1;;;1102;2;;10;69.57;473722;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127285;"02/11/2012";1;;;1102;2;;4;111.79;473765;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127337;"02/11/2012";1;;;1102;2;;10;450.26;473976;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127405;"02/11/2012";1;;;1102;2;;1;158.43;358931;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127435;"02/11/2012";1;;;1102;2;;1;137.62;604669;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127437;"02/11/2012";1;;;1102;2;;10;33.59;604690;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127444;"02/11/2012";1;;;1102;2;;10;90.26;604704;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127448;"02/11/2012";1;;;1102;2;;10;192.83;604730;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127481;"02/11/2012";1;;;1102;2;;5;293.01;604858;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127547;"02/11/2012";1;;;1102;2;;10;6.39;228817;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127557;"02/11/2012";1;;;1102;2;;10;133.74;228932;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127597;"02/11/2012";1;;;1102;2;;4;121.66;229119;"20/06/2013";1;SP;RUA JOAQUIM NABUCO;CENTRO;PRESIDENTE PRUDENTE;"19010071"
933127812;"02/11/2012";1;;;1115;2;;10;25.39;221116;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127813;"02/11/2012";1;;;1115;2;;5;125.65;221122;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127816;"02/11/2012";1;;;1115;2;;1;87.44;221156;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127817;"02/11/2012";1;;;1115;2;;10;30;221158;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127836;"02/11/2012";1;;;1115;2;;10;26.65;221256;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127870;"02/11/2012";1;;;1115;2;;10;41.49;221481;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127872;"02/11/2012";1;;;1115;2;;10;51.3;221485;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127873;"02/11/2012";1;;;1115;2;;4;189.43;221495;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127892;"02/11/2012";1;;;1115;2;;5;105.4;188688;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127893;"02/11/2012";1;;;1115;2;;10;101.62;188690;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127904;"02/11/2012";1;;;1115;2;;10;55.74;188755;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127905;"02/11/2012";1;;;1115;2;;4;109.48;188783;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127930;"02/11/2012";1;;;1115;2;;5;105.14;165805;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933127931;"02/11/2012";1;;;1115;2;;5;269.62;165808;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933128164;"02/11/2012";1;;;1115;2;;1;20.4;165959;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933128191;"02/11/2012";1;;;1115;2;;10;424.65;166062;"20/06/2013";1;SP;AVENIDA SANTA MARINA;VL ALBERTINA;SÃO PAULO;"02732040"
933128197;"02/11/2012";1;;;1116;2;;10;82.57;394748;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128198;"02/11/2012";1;;;1116;2;;10;70.29;394766;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128199;"02/11/2012";1;;;1116;2;;4;415.14;394776;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128200;"02/11/2012";1;;;1116;2;;10;249.28;394838;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128202;"02/11/2012";1;;;1116;2;;5;166.92;394902;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128219;"02/11/2012";1;;;1116;2;;4;131.82;394928;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128229;"02/11/2012";1;;;1116;2;;5;406.16;394990;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128238;"02/11/2012";1;;;1116;2;;5;79.71;395016;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128239;"02/11/2012";1;;;1116;2;;5;345.97;395019;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128241;"02/11/2012";1;;;1116;2;;10;45.39;395029;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128259;"02/11/2012";1;;;1116;2;;3;288.03;395140;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128279;"02/11/2012";1;;;1116;2;;5;165.88;342478;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128289;"02/11/2012";1;;;1116;2;;10;18.29;342698;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128941;"02/11/2012";1;;;1116;2;;10;126.64;93545;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128960;"02/11/2012";1;;;1116;2;;10;159.68;62485;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128973;"02/11/2012";1;;;1116;2;;10;139.99;62503;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128974;"02/11/2012";1;;;1116;2;;5;100.38;62507;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128985;"02/11/2012";1;;;1116;2;;10;123.52;62554;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128986;"02/11/2012";1;;;1116;2;;10;67.23;62570;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933128987;"02/11/2012";1;;;1116;2;;5;77.13;62584;"20/06/2013";1;SP;AVENIDA DOUTOR EPITÁCIO PESSOA;BOQUEIRÃO;SANTOS;"11045301"
933129008;"02/11/2012";1;;;1130;2;;4;75.86;192335;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129016;"02/11/2012";1;;;1130;2;;10;27.76;243637;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129036;"02/11/2012";1;;;1130;2;;4;122.01;243747;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129037;"02/11/2012";1;;;1130;2;;4;101.08;243759;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129044;"02/11/2012";1;;;1130;2;;4;462.41;243785;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129048;"02/11/2012";1;;;1130;2;;5;84.26;243823;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129049;"02/11/2012";1;;;1130;2;;5;171.65;243838;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129054;"02/11/2012";1;;;1130;2;;5;43.79;243862;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129055;"02/11/2012";1;;;1130;2;;4;101.22;243873;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129087;"02/11/2012";1;;;1130;2;;10;52.42;639573;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129092;"02/11/2012";1;;;1130;2;;5;571.69;639597;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129107;"02/11/2012";1;;;1130;2;;4;166.76;639649;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129109;"02/11/2012";1;;;1130;2;;4;205.04;639666;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129119;"02/11/2012";1;;;1130;2;;4;221;639747;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129132;"02/11/2012";1;;;1130;2;;10;84.78;639848;"20/06/2013";1;SP;RUA JOÃO CACHOEIRA;VL N CONCEIÇÃO;SÃO PAULO;"04535003"
933129171;"02/11/2012";1;;;1138;2;;10;68.46;688923;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129179;"02/11/2012";1;;;1138;2;;4;214.17;597805;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129558;"02/11/2012";1;;;1138;2;;4;333.12;597864;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129566;"02/11/2012";1;;;1138;2;;10;49.58;597907;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129641;"02/11/2012";1;;;1138;2;;4;91.85;598387;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129644;"02/11/2012";1;;;1138;2;;4;226.1;598404;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129678;"02/11/2012";1;;;1138;2;;4;93.14;421079;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129695;"02/11/2012";1;;;1138;2;;4;120.91;421163;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129715;"02/11/2012";1;;;1138;2;;5;56.92;421269;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129719;"02/11/2012";1;;;1138;2;;10;41.59;421305;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129736;"02/11/2012";1;;;1138;2;;1;56.98;421377;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129741;"02/11/2012";1;;;1138;2;;10;85.95;421394;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129742;"02/11/2012";1;;;1138;2;;4;71.49;421397;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129764;"02/11/2012";1;;;1138;2;;10;49.2;421468;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933129772;"02/11/2012";1;;;1138;2;;4;123.76;421536;"20/06/2013";1;SP;RUA MARECHAL DEODORO;CENTRO;SÃO BERNARDO DO CAMPO;"09710011"
933131658;"02/11/2012";1;;;1176;2;;10;45.6;386118;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933131685;"02/11/2012";1;;;1176;2;;4;85.92;386208;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933131756;"02/11/2012";1;;;1176;2;;10;21;386325;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933131771;"02/11/2012";1;;;1176;2;;4;218.57;386346;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933131781;"02/11/2012";1;;;1176;2;;10;16.8;310476;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933131995;"02/11/2012";1;;;1176;2;;10;108.55;310702;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933132009;"02/11/2012";1;;;1176;2;;1;38.47;305099;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933132027;"02/11/2012";1;;;1176;2;;1;98.57;305168;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933132049;"02/11/2012";1;;;1176;2;;10;25.2;305239;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933132130;"02/11/2012";1;;;1176;2;;10;129.15;341150;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933132131;"02/11/2012";1;;;1176;2;;1;113.25;341152;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933132132;"02/11/2012";1;;;1176;2;;10;62.26;341154;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933132154;"02/11/2012";1;;;1176;2;;1;24.66;341197;"20/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933134113;"03/11/2012";1;;;1186;2;;1;119.69;81770;"20/06/2013";0;MG;AV.DR.LISBOA N.2;CENTRO;POUSO ALEGRE;"37550000"
933134134;"03/11/2012";1;;;1186;2;;1;106.54;169131;"20/06/2013";0;MG;AV.DR.LISBOA N.2;CENTRO;POUSO ALEGRE;"37550000"
933134151;"03/11/2012";1;;;1186;2;;10;57.83;169171;"20/06/2013";0;MG;AV.DR.LISBOA N.2;CENTRO;POUSO ALEGRE;"37550000"
933134158;"03/11/2012";1;;;1186;2;;4;28.89;169180;"20/06/2013";0;MG;AV.DR.LISBOA N.2;CENTRO;POUSO ALEGRE;"37550000"
933134257;"03/11/2012";1;;;1198;2;;10;79.65;191911;"20/06/2013";0;MG;RUA PRESIDENTE OLEGÁRIO MACIEL;CENTRO;ARAXÁ;"38183186"
933134749;"03/11/2012";1;;;1198;2;;10;2.4;213592;"20/06/2013";0;MG;RUA PRESIDENTE OLEGÁRIO MACIEL;CENTRO;ARAXÁ;"38183186"
933134845;"03/11/2012";1;;;1198;2;;10;93.63;66223;"20/06/2013";0;MG;RUA PRESIDENTE OLEGÁRIO MACIEL;CENTRO;ARAXÁ;"38183186"
933134889;"03/11/2012";1;;;1210;2;;10;9.6;102069;"20/06/2013";0;MG;PRAÇA CINCO DE NOVEMBRO 405;CENTRO;MANHUAÇU;"36900970"
933134946;"03/11/2012";1;;;1210;2;;10;20.46;91132;"20/06/2013";0;MG;PRAÇA CINCO DE NOVEMBRO 405;CENTRO;MANHUAÇU;"36900970"
933134949;"03/11/2012";1;;;1210;2;;4;57.15;72092;"20/06/2013";0;MG;PRAÇA CINCO DE NOVEMBRO 405;CENTRO;MANHUAÇU;"36900970"
933134956;"03/11/2012";1;;;1210;2;;1;63.07;91188;"20/06/2013";0;MG;PRAÇA CINCO DE NOVEMBRO 405;CENTRO;MANHUAÇU;"36900970"
933134957;"03/11/2012";1;;;1220;2;;4;44.78;59275;"20/06/2013";0;MG;RUA BARAO DO MONTE,;CENTRO;MURIAE;"36880000"
933134986;"03/11/2012";1;;;1210;2;;4;132.17;72058;"20/06/2013";0;MG;PRAÇA CINCO DE NOVEMBRO 405;CENTRO;MANHUAÇU;"36900970"
933135123;"03/11/2012";1;;;1221;2;;4;96.64;28650;"20/06/2013";0;MG;RUA TENENTE FORTUNATO;CENTRO;CATAGUASES;"36770038"
933148387;"03/12/2012";1;;;1083;2;;1;49.15;381530;"20/06/2013";1;SP;RUA AFONSO BRAZ;VL N CONCEIÇÃO;SÃO PAULO;"04511001"
933150107;"13/12/2012";1;;;1085;2;;1;71.97;218327;"20/06/2013";0;SP;AVENIDA ATLÂNTICA;INTERLAGOS;SÃO PAULO;"04772004"
933150529;"13/12/2012";1;;;1256;2;;1;1.82;495937;"20/06/2013";1;SP;AVENIDA DOS TAJURÁS;C JARDIM;SÃO PAULO;"05670000"
933151666;"18/12/2012";1;;;1275;2;;1;310.74;584267;"20/06/2013";1;SP;RUA JOAQUIM VILAC;VL TEIXEIRA;CAMPINAS;"13032385"
933484918;"25/10/2012";1;;;1283;2;;4;266.77;211899;"21/06/2013";0;SP;AVENIDA JOSÉ DE SOUZA CAMPOS;N CAMPINAS;CAMPINAS;"13092123"
933484925;"25/10/2012";1;;;1283;2;;4;49.29;211981;"21/06/2013";0;SP;AVENIDA JOSÉ DE SOUZA CAMPOS;N CAMPINAS;CAMPINAS;"13092123"
933484929;"25/10/2012";1;;;1283;2;;10;63.85;212005;"21/06/2013";0;SP;AVENIDA JOSÉ DE SOUZA CAMPOS;N CAMPINAS;CAMPINAS;"13092123"
933484998;"25/10/2012";1;;;1283;2;;5;309.85;212034;"21/06/2013";0;SP;AVENIDA JOSÉ DE SOUZA CAMPOS;N CAMPINAS;CAMPINAS;"13092123"
933485012;"25/10/2012";1;;;1283;2;;4;96.44;212135;"21/06/2013";0;SP;AVENIDA JOSÉ DE SOUZA CAMPOS;N CAMPINAS;CAMPINAS;"13092123"
933485017;"25/10/2012";1;;;1283;2;;10;107.97;212141;"21/06/2013";0;SP;AVENIDA JOSÉ DE SOUZA CAMPOS;N CAMPINAS;CAMPINAS;"13092123"
933485029;"25/10/2012";1;;;1283;2;;10;23.42;212190;"21/06/2013";0;SP;AVENIDA JOSÉ DE SOUZA CAMPOS;N CAMPINAS;CAMPINAS;"13092123"
933485038;"25/10/2012";1;;;1283;2;;10;53.9;212212;"21/06/2013";0;SP;AVENIDA JOSÉ DE SOUZA CAMPOS;N CAMPINAS;CAMPINAS;"13092123"
933516055;"02/11/2012";1;;;1176;2;;10;19.2;386011;"21/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933516489;"02/11/2012";1;;;1176;2;;10;69.75;386079;"21/06/2013";1;SP;RUA 11 DE AGOSTO;CENTRO;TATUÍ;"18270000"
933518354;"30/11/2012";1;;;1183;2;;1;10.99;150112;"21/06/2013";1;MG;R. ASSIS FIGUEIREDO;CENTRO;POÇOS DE CALDAS;"37701000"
